id,model,model_type,category,subcategory,prompt_text,style_tags,use_case,popularity_score,why_it_works,model_specific_technique
veo_31_0120,Veo 3.1,video,Cinematic,Commercial Ad,"[00:00-00:04] A sleek electric car glides along a coastal highway at golden hour, aerial drone shot capturing expansive ocean views and warm sunlight reflecting off the polished surface. [00:04-00:07] Cut to interior close-up: hands on a minimalist steering wheel, dashboard softly illuminated with ambient blue lighting. [00:07-00:10] Tracking shot from the side as the car accelerates smoothly, lens flare accentuating its speed and elegance. Lighting is natural diffused with golden hour warmth, mood is aspirational and futuristic. Audio: gentle hum of electric motor mixed with subtle ocean waves and soft cinematic score building anticipation.","aerial drone, golden hour, cinematic 4K, lens flare, natural lighting",tv_commercial,9,"This prompt combines aspirational lifestyle visuals with high-end product focus, using cinematic lighting and dynamic camera work to engage viewers emotionally.",Timestamp-based multi-shot with aerial drone and close-up transitions
veo_31_0121,Veo 3.1,video,Cinematic,Commercial Ad,"[00:00-00:05] Close-up of a luxury wristwatch on a wrist, subtle rack focus shifting from the intricate mechanical gears to the polished watch face, studio lighting highlighting metallic textures with soft shadows. [00:05-00:09] Cut to a slow dolly push pulling back to reveal an elegant businessman adjusting his cufflinks in a sleek penthouse office at magic hour, city skyline glowing in the background. Mood is refined, sophisticated, and timeless. Audio: subtle ticking synchronized with a refined piano melody and soft ambient city sounds.","rack focus, studio lighting, magic hour, cinematic 4K, slow dolly push",tv_commercial,8,"The combination of detailed product shots with lifestyle context creates an emotional connection to luxury and success, enhanced by expert lighting and cinematic techniques.",Rack focus with slow dolly push and timestamped scene transitions
veo_31_0122,Veo 3.1,video,Cinematic,Commercial Ad,"[00:00-00:06] A vibrant urban street market at night, neon-lit signage casting colorful reflections on wet pavement, steadicam tracking shot following a young woman savoring a gourmet street food. [00:06-00:09] Cut to close-up of the food steaming and glistening with fresh ingredients, shallow depth of field with bokeh lights in background. Lighting is neon-lit with cinematic color grading to amplify energy and warmth. Mood is lively, youthful, and adventurous. Audio: ambient street sounds layered with upbeat electronic music and sizzling food sounds.","steadicam, neon-lit, bokeh, color graded, cinematic 4K",tv_commercial,9,This prompt uses dynamic lighting and immersive camera movement to create an engaging sensory experience that highlights product freshness and urban lifestyle appeal.,Steadicam tracking with multi-shot neon-lit urban environment and detailed close-ups
veo_31_0123,Veo 3.1,video,Cinematic,Commercial Ad,"[00:00-00:04] Wide establishing shot of a modern kitchen bathed in natural diffused morning light, a family laughing and cooking breakfast together. Crane shot slowly descends to focus on hands pouring freshly brewed coffee into mugs. [00:04-00:08] Cut to close-up of coffee steaming, golden bokeh from background windows, lens flare adds warmth. Mood is cozy, inviting, and wholesome. Audio: soft acoustic guitar with ambient morning sounds like birds chirping and kettle whistle.","crane shot, natural diffused, lens flare, bokeh, cinematic 4K",tv_commercial,8,The intimate family moment paired with warm natural lighting and cinematic camera movement creates an emotional appeal ideal for food and beverage ads.,Crane shot combined with timestamped close-ups and natural diffused lighting
veo_31_0124,Veo 3.1,video,Cinematic,Commercial Ad,"[00:00-00:05] High-speed tracking shot through a vibrant tech startup office, young professionals collaborating enthusiastically, screens glowing with colorful data visualizations. Lighting is modern, with cool blue and magenta tones creating a futuristic atmosphere. [00:05-00:08] Cut to close-up of hands typing rapidly on a sleek laptop keyboard, depth of field isolates the detail. Mood is energetic, innovative, and optimistic. Audio: upbeat synth music with subtle keyboard clicks and ambient office chatter.","tracking shot, cool lighting, depth of field, color graded, cinematic 4K",tv_commercial,8,Capturing a dynamic work environment with modern lighting and fast-paced camera movement communicates innovation and energy effectively for tech product commercials.,High-speed tracking with depth of field focus and timestamp-based scene cuts
veo_31_0125,Veo 3.1,video,Cinematic,Commercial Ad,"[00:00-00:05] Slow motion close-up of a professional athlete's determined face, sweat glistening under stadium spotlights during magic hour. [00:05-00:09] Cut to wide crane shot revealing the athlete sprinting on a track, muscles tense, crowd blurred with cinematic film grain and anamorphic lens effect. Lighting is dramatic with high contrast and warm rim light. Mood is intense, inspiring, and empowering. Audio: rhythmic heartbeat mixed with rising orchestral score and distant crowd cheers.","slow motion, cinematic film grain, anamorphic lens, dramatic lighting, magic hour",tv_commercial,9,"The use of slow motion and dramatic lighting enhances emotional impact, while cinematic grain and anamorphic lenses create a premium sports commercial aesthetic.","Slow motion combined with crane shot, anamorphic lens, and timestamp multi-shot transition"
veo_31_0126,Veo 3.1,video,Fashion Editorial,Luxury Brand,"A high-end fashion editorial featuring a female model in an opulent silk gown walking through a modern glass atrium. The camera performs a slow dolly push from a wide establishing shot to a tight close-up on intricate jewelry details. Golden hour natural diffused lighting enhances skin tones and fabric textures. The mood is elegant and aspirational with subtle lens flare and shallow depth of field creating a dreamy atmosphere. [00:00-00:05] Wide shot establishing the architectural space, [00:05-00:10] Close-up on the silk fabric and diamond necklace. Audio: soft orchestral strings underscore the luxury vibe.","golden hour, cinematic 4K, lens flare",brand_campaign,9,Combining natural golden hour lighting with detailed close-ups highlights luxury materials and craftsmanship effectively.,Timestamp-based multi-shot with dolly push and lens flare
veo_31_0127,Veo 3.1,video,Fashion Editorial,Luxury Brand,"An urban rooftop setting at magic hour showcasing a male model dressed in a tailored black velvet tuxedo with bold gold accessories. The camera uses a handheld tracking shot circling the model, capturing dynamic movement and fabric flow. Neon-lit cityscape in the background adds modern luxury contrast. The atmosphere is confident and mysterious with color grading emphasizing deep blacks and vibrant gold hues. [00:00-00:07] Tracking shot around the model, [00:07-00:12] Close-up on cufflinks and watch. Audio: ambient city sounds mixed with subtle electronic beats.","magic hour, cinematic 4K, neon-lit",brand_campaign,8,The combination of urban neon light with luxurious velvet textures creates a visually striking contrast suited for modern luxury branding.,Handheld tracking shot with timestamped close-ups
veo_31_0128,Veo 3.1,video,Fashion Editorial,Luxury Brand,"A minimalist white studio setting with a female model wearing a sleek metallic gown. The camera uses a smooth crane shot starting overhead and descending to an intimate close-up on the dress’s reflective fabric. Studio lighting with diffused softboxes creates clean shadows and highlights the gown’s texture. The mood is futuristic and refined, enhanced by subtle film grain and an anamorphic aspect ratio. [00:00-00:06] Crane shot from above to mid-shot, [00:06-00:10] Close-up on metallic textures. Audio: soft ambient synth pads for a modern luxury feel.","studio lighting, film grain, anamorphic",brand_campaign,7,Minimalist setting paired with dynamic crane movement emphasizes fabric innovation and futuristic luxury.,Crane shot with anamorphic lens effect and film grain
veo_31_0129,Veo 3.1,video,Fashion Editorial,Luxury Brand,"A cinematic seaside cliff at sunset featuring a female model in a flowing haute couture gown. The camera performs an aerial drone shot circling the model, capturing the fabric billowing in the wind against the vast ocean. Warm golden hour lighting creates a romantic and ethereal mood. Depth of field isolates the subject against the dramatic landscape. [00:00-00:08] Aerial drone establishing and circling shot. Audio: gentle ocean waves mixed with soft classical piano.","golden hour, aerial drone, cinematic 4K",brand_campaign,9,Aerial shots combined with natural dramatic lighting evoke a sense of freedom and luxury lifestyle aspiration.,Aerial drone shot with natural golden hour lighting and depth of field
veo_31_0130,Veo 3.1,video,Fashion Editorial,Luxury Brand,"An opulent indoor ballroom scene with a male and female model wearing matching embroidered velvet evening wear. The camera moves with a steadycam in a slow tracking shot following the couple as they dance under crystal chandeliers. Warm, diffused studio lighting with subtle bokeh effects creates a romantic and timeless atmosphere. [00:00-00:10] Tracking steadycam shot around the dancing couple. Audio: live string quartet music with ambient ballroom ambiance.","studio lighting, steadycam tracking, bokeh",brand_campaign,8,Classic ballroom setting combined with fluid steadycam movement highlights elegance and timeless luxury.,Steadycam tracking shot with bokeh lighting effects
veo_31_0131,Veo 3.1,video,Fashion Editorial,Luxury Brand,"A high-fashion editorial inside a vintage luxury car showroom. A female model wears a tailored silk suit with pearl accessories. The camera alternates between a dolly push wide shot showcasing the classic cars and a close-up on the model’s face and accessories with rack focus transitions. Natural diffused lighting from large windows creates soft shadows and highlights. The mood is sophisticated and nostalgic. [00:00-00:05] Wide dolly push shot, [00:05-00:09] Rack focus close-up on face and pearls. Audio: soft jazz piano with subtle ambient showroom sounds.","natural diffused, dolly push, rack focus",brand_campaign,7,Rack focus technique draws attention to luxury accessories while the vintage setting creates aspirational lifestyle context.,Dolly push with rack focus transitions
veo_31_0132,Veo 3.1,video,Fashion Editorial,Luxury Brand,"A cosmopolitan night scene on a rooftop party with a diverse group of models dressed in bold, avant-garde luxury fashion. The camera uses handheld shots with dynamic zooms and quick cuts to capture the energy and textures of the fabrics under neon-lit ambient lighting. Lens flare and color grading emphasize vibrant purples and blues. The mood is energetic and exclusive. [00:00-00:06] Handheld tracking shots of party scenes, [00:06-00:12] Close-ups of fabric details and accessories. Audio: upbeat electronic lounge music.","neon-lit, handheld, lens flare",brand_campaign,8,"Dynamic handheld shots paired with neon lighting create a vivid, immersive luxury nightlife vibe.",Handheld shots with lens flare and dynamic zoom
veo_31_0133,Veo 3.1,video,Fashion Editorial,Luxury Brand,"A serene desert landscape at magic hour featuring a female model in an ethereal chiffon gown with intricate embroidery. The camera uses a slow dolly push followed by a tracking shot moving with the model as the fabric flows in the wind. Soft golden lighting with natural diffused sunlight enhances textures and creates a calm, dreamy atmosphere. [00:00-00:07] Dolly push to tracking shot. Audio: gentle desert wind mixed with ambient instrumental music.","magic hour, dolly push, natural diffused",brand_campaign,9,Natural environment combined with slow camera movement emphasizes luxury craftsmanship and natural beauty.,Timestamp-based dolly push to tracking shot
veo_31_0134,Veo 3.1,video,Fashion Editorial,Luxury Brand,An extravagant fashion shoot inside a modern art museum featuring a male model in a tailored white suit with gold detailing. The camera performs a slow crane shot moving from abstract sculptures down to the model posing elegantly. Soft studio lighting highlights the clean lines of the suit while maintaining subtle shadows for depth. The mood is avant-garde and sophisticated. [00:00-00:08] Crane shot from ceiling to model. Audio: minimalist ambient music with soft echo effects.,"studio lighting, crane shot, cinematic 4K",brand_campaign,8,Combining architecture and sculpture with fashion creates a powerful luxury art crossover.,Crane shot with soft studio lighting
veo_31_0135,Veo 3.1,video,Fashion Editorial,Luxury Brand,"A close-up focused editorial on intricate haute couture embroidery, showing detailed stitching on a luxurious cape worn by a female model. The camera uses rack focus to shift from embroidery details to the model’s elegant expression. Natural diffused window light softly illuminates textures with a warm tone. The mood is intimate and refined. [00:00-00:05] Extreme close-up on embroidery, [00:05-00:10] Rack focus to model’s face. Audio: quiet classical strings emphasizing delicacy.","natural diffused, rack focus, close-up detail",brand_campaign,7,"Rack focus technique draws viewer attention from craftsmanship to human emotion, enhancing luxury storytelling.",Rack focus close-up with natural diffused lighting
veo_31_0136,Veo 3.1,video,Fashion Editorial,Luxury Brand,"A dramatic nighttime runway on a rain-soaked cobblestone street, featuring models in shimmering metallic gowns and tuxedos. The camera uses slow-motion handheld shots capturing reflections and raindrops under moody neon lighting. Depth of field isolates the models while bokeh highlights blurred city lights. The atmosphere is bold and cinematic with high contrast color grading. [00:00-00:10] Slow-motion handheld tracking shot. Audio: rhythmic rain with subtle cinematic score.","neon-lit, handheld, slow-motion",brand_campaign,9,Rain effects combined with neon lighting and slow motion create a luxurious moody atmosphere with dynamic visual interest.,Handheld slow-motion with neon lighting and bokeh
veo_31_0137,Veo 3.1,video,Fashion Editorial,Luxury Brand,"An elegant indoor lounge scene with a female model draped in a cashmere shawl, seated by a grand piano. The camera uses a slow dolly push with rack focus passing from the model’s contemplative gaze to the soft fabric textures. Warm studio lighting with soft shadows and subtle film grain creates a nostalgic, luxurious mood. [00:00-00:08] Dolly push with rack focus shifts. Audio: live piano melody with ambient room tone.","studio lighting, dolly push, film grain",brand_campaign,7,Combining rack focus with soft lighting and film grain adds emotional depth suited for luxury storytelling.,Dolly push with rack focus and film grain
veo_31_0138,Veo 3.1,video,Fashion Editorial,Luxury Brand,"A pristine white marble staircase with a female model descending in a dramatic silk evening gown. The camera employs a smooth crane shot from above to follow her descent, capturing fabric movement and architectural grandeur. Natural diffused daylight brightens the scene with subtle shadows, while shallow depth of field emphasizes the model. The mood is regal and timeless. [00:00-00:07] Crane shot descending. Audio: soft choral music with echo.","natural diffused, crane shot, shallow depth of field",brand_campaign,8,Architecture and slow crane movement together create a visually majestic presentation of luxury fashion.,Crane shot with natural lighting and shallow depth of field
veo_31_0139,Veo 3.1,video,Fashion Editorial,Luxury Brand,"A fashion shoot inside a contemporary luxury penthouse suite, featuring a male model in a silk smoking jacket. The camera uses a handheld tracking shot moving through the room, capturing reflections in glass surfaces and intricate fabric details. Evening natural diffused lighting combined with subtle neon accents create a moody, sophisticated ambiance. [00:00-00:10] Handheld tracking shot through living area. Audio: smooth lounge jazz with city ambiance.","natural diffused, handheld, neon-lit",brand_campaign,8,Mixing natural and neon lighting with reflective surfaces adds depth and luxury modernity to the setting.,Handheld tracking with mixed natural and neon lighting
veo_31_0140,Veo 3.1,video,Fashion Editorial,Luxury Brand,"A close-up editorial of intricate luxury watch design on a male model’s wrist, shot with extreme macro lens focusing on the craftsmanship. The camera employs rack focus to shift from the watch face to the model’s poised hand. Studio lighting with softboxes creates crisp highlights and shadows emphasizing metal textures. The mood is precise, technical, and refined. [00:00-00:06] Extreme close-up macro rack focus shot. Audio: subtle ticking mixed with ambient luxury store soundscape.","studio lighting, rack focus, macro close-up",brand_campaign,7,Macro shots with rack focus effectively highlight product craftsmanship critical in luxury branding.,Rack focus macro close-up with studio lighting
veo_31_0141,Veo 3.1,video,Fashion Editorial,Luxury Brand,"A surreal fashion editorial on a glass bridge overlooking a foggy forest, with a female model wearing a flowing avant-garde dress made of feathers. The camera uses an aerial drone shot slowly ascending to reveal the vastness of nature contrasted with delicate fashion. Soft magic hour lighting with natural diffused fog creates a mysterious, ethereal atmosphere. [00:00-00:08] Aerial drone slow ascend shot. Audio: soft wind with ethereal vocal harmonies.","magic hour, aerial drone, natural diffused",brand_campaign,9,Combining surreal natural environments with high fashion creates an unforgettable luxury editorial experience.,Aerial drone slow ascend with natural diffused fog lighting
veo_31_0142,Veo 3.1,video,Fashion Editorial,Luxury Brand,"A bold color-blocked editorial in an industrial warehouse featuring a male model in a vibrant red tailored suit. The camera uses a dolly push with rack focus from graffiti walls to the suit textures. Neon-lit accents add an urban luxury feel, balanced with soft natural diffused lighting. The mood is energetic and edgy. [00:00-00:07] Dolly push with rack focus. Audio: upbeat synthwave music with ambient city sounds.","neon-lit, dolly push, rack focus",brand_campaign,8,Urban grit contrasted with bold luxury fashion and rack focus draws attention to the garments in a dynamic way.,Dolly push with rack focus and neon lighting
veo_31_0143,Veo 3.1,video,Fashion Editorial,Luxury Brand,"An intimate behind-the-scenes look at a high-fashion runway preparation with close-ups on makeup, hairstyling, and fabric fitting. The camera employs a handheld shallow focus style with natural diffused lighting to capture authenticity and detail. The mood is focused and elegant. [00:00-00:10] Handheld close-ups with shallow depth of field. Audio: subtle backstage murmurs and soft instrumental music.","natural diffused, handheld, shallow depth of field",brand_campaign,7,Behind-the-scenes authenticity combined with luxurious attention to detail creates emotional connection to the brand.,Handheld shallow focus with natural diffused lighting
veo_31_0144,Veo 3.1,video,Fashion Editorial,Luxury Brand,A dramatic fashion portrait in a high-ceiling art deco hotel lobby with crystal chandeliers. A female model poses in a floor-length velvet gown with a subtle lens flare effect. The camera uses a slow dolly push with rack focus from the chandelier to the model’s face. Warm studio lighting enhances the luxurious textures and golden tones. [00:00-00:08] Dolly push with rack focus. Audio: elegant classical music with ambient lobby sounds.,"studio lighting, dolly push, lens flare",brand_campaign,8,Classic luxury setting paired with dynamic camera and lighting highlights opulence and sophistication.,Dolly push rack focus with lens flare
veo_31_0145,Veo 3.1,video,Fashion Editorial,Luxury Brand,"An ethereal underwater fashion shoot with a model in a flowing silk dress. The camera uses slow, floating tracking shots with natural diffused lighting filtered underwater, creating rippling light patterns on fabric and skin. The mood is surreal and serene. [00:00-00:10] Slow floating tracking shots underwater. Audio: soft ambient water sounds with subtle orchestral music.","natural diffused, tracking shot, cinematic 4K",brand_campaign,9,Underwater visuals combined with slow tracking highlight fabric movement and create dreamlike luxury imagery.,Slow tracking shot with natural diffused underwater lighting
veo_31_0146,Veo 3.1,video,Fashion Editorial,Luxury Brand,"A glamorous winter editorial in a snow-covered forest, featuring a female model in a fur-trimmed couture coat. The camera uses an aerial drone shot with slow descending movement to reveal the model amidst the white landscape. Soft natural diffused light with cool blue color grading evokes a crisp, luxurious atmosphere. [00:00-00:08] Aerial drone slow descend. Audio: gentle wind with soft piano.","natural diffused, aerial drone, cool color grading",brand_campaign,8,Combining natural winter landscape with aerial crane shots emphasizes luxury and exclusivity in a fresh setting.,Aerial drone slow descent with natural diffused lighting
veo_31_0147,Veo 3.1,video,Fashion Editorial,Luxury Brand,A high-contrast black and white studio portrait of a male model wearing a classic tuxedo. The camera uses a static shot with shallow depth of field focusing on sharp facial features and fabric textures. Dramatic studio lighting casts defined shadows enhancing the mood of timeless elegance. [00:00-00:06] Static close-up shot. Audio: quiet piano notes.,"studio lighting, black and white, shallow depth of field",brand_campaign,7,"Black and white imagery with dramatic lighting focuses on form and texture, perfect for classic luxury branding.",Static shallow focus with dramatic studio lighting
veo_31_0148,Veo 3.1,video,Fashion Editorial,Luxury Brand,"A vibrant fashion editorial set in a lush botanical garden with a female model wearing a flowing floral dress. The camera uses smooth handheld tracking shots weaving through foliage, with natural diffused sunlight creating dappled light and shadow patterns. The mood is fresh, organic, and luxurious. [00:00-00:10] Handheld tracking shots through greenery. Audio: natural garden sounds with soft harp music.","natural diffused, handheld, cinematic 4K",brand_campaign,8,Integrating nature with fashion creates an aspirational luxury lifestyle image with vibrant energy.,Handheld tracking with natural diffused dappled lighting
veo_31_0149,Veo 3.1,video,Fashion Editorial,Luxury Brand,A nighttime fashion editorial in a luxury hotel bar with a female model wearing a sequined cocktail dress. The camera uses a handheld dolly push with rack focus shifting between the model and glittering bar lights. Neon-lit accents and warm studio lighting create a glamorous and intimate mood. [00:00-00:08] Handheld dolly push with rack focus. Audio: soft jazz saxophone with ambient bar chatter.,"studio lighting, handheld, rack focus",brand_campaign,8,Rack focus combined with neon and warm lighting emphasizes luxury nightlife elegance and detail.,Handheld dolly push with rack focus and neon lighting
veo_31_0150,Veo 3.1,video,Fashion Editorial,Luxury Brand,A surreal editorial featuring a female model in a sculptural avant-garde dress inside a modern glass cube installation. The camera uses a slow 360-degree dolly push circling the model with reflections and refractions playing on the glass. Soft natural diffused lighting with subtle film grain creates a futuristic and artistic atmosphere. [00:00-00:10] Slow 360-degree dolly push. Audio: ambient electronic soundscape with subtle echoes.,"natural diffused, dolly push, film grain",brand_campaign,9,Glass reflections and slow circular motion create a mesmerizing visual highlighting avant-garde luxury fashion.,360-degree dolly push with natural diffused lighting and film grain
veo_31_0151,Veo 3.1,video,Fashion Editorial,Luxury Brand,"[00:00-00:05] Ultra-wide establishing shot of a sleek, modern urban rooftop at dusk, with a distinguished model in an elegant, flowing silk gown standing poised against the city skyline. [00:05-00:10] Tracking shot circling the model, capturing intricate fabric textures with a shallow depth of field. Camera movement: slow dolly push transitioning to handheld for intimate close-ups. Lighting: golden hour natural light mixed with subtle neon accent lights. Mood: sophisticated, aspirational, and ethereal. Audio: ambient city sounds blending with soft ambient electronic music.","cinematic 4K, golden hour, shallow depth of field",brand_campaign,9,"Combines dramatic urban luxury with natural and neon lighting to highlight fabric detail and model elegance, creating a timeless yet modern brand aesthetic.",Timestamp-based multi-shot with dolly push and handheld for dynamic perspective
veo_31_0152,Veo 3.1,video,Fashion Editorial,Luxury Brand,"Close-up shot of haute couture jewelry pieces on a model’s hands and neckline, using rack focus to shift between sparkling diamonds and smooth velvet fabric. Camera movement: slow crane shot rising behind the model to reveal a minimalist white studio with diffused natural lighting. Mood: clean, refined, and luxurious. Scene transition: fade in from black. Lighting: soft studio lighting emphasizing texture and shine. Audio: soft classical piano notes underscoring refined sophistication.","studio lighting, rack focus, minimalist",brand_campaign,8,Focuses on exquisite detail and craftsmanship of luxury accessories with elegant lighting and camera techniques to elevate the brand’s prestige.,Rack focus combined with crane shot for layered visual storytelling
veo_31_0153,Veo 3.1,video,Fashion Editorial,Luxury Brand,"[00:00-00:04] Aerial drone shot over a sprawling, sun-drenched vineyard estate with models wearing flowing summer resort wear. [00:04-00:08] Cut to steadycam tracking along a sunlit cobblestone path showcasing the movement and texture of the fabrics. Lighting: natural diffused afternoon light with warm magic hour hues. Mood: relaxed luxury, timeless elegance. Style: photorealistic with film grain for subtle texture. Audio: gentle breeze with distant birdsong and soft acoustic guitar.","aerial drone, magic hour, photorealistic",brand_campaign,9,Utilizes epic natural settings and fluid camera work to embody aspirational lifestyle and highlight fabric fluidity in a luxurious outdoor environment.,Timestamp-based multi-shot combining aerial drone and steadycam tracking
veo_31_0154,Veo 3.1,video,Fashion Editorial,Luxury Brand,"Neon-lit interior of a high-end club with models dressed in avant-garde evening wear. Camera movement: handheld close-ups intercut with wide steadycam shots to create immersive, kinetic energy. Lighting: vibrant neon pinks and blues with lens flare effects creating a futuristic vibe. Mood: edgy, bold, and glamorous. Scene transition: dissolve between shots to maintain fluidity. Audio: pulsing electronic dance music synced with visual cuts.","neon-lit, handheld, lens flare",brand_campaign,8,"Captures modern luxury nightlife energy with bold lighting and dynamic camera movements to appeal to a younger, fashion-forward audience.",Use of neon lighting combined with handheld and steadycam shots for immersive atmosphere
veo_31_0155,Veo 3.1,video,Fashion Editorial,Luxury Brand,"[00:00-00:06] Slow dolly push through an opulent, baroque-inspired interior with gold accents, where a model in a richly embroidered gown poses regally. [00:06-00:10] Rack focus shifting from ornate chandeliers to the model’s intricate makeup and accessories. Lighting: warm studio lighting with soft shadows creating depth and texture. Mood: regal, timeless luxury. Audio: soft orchestral strings enhancing the grandeur.","baroque, studio lighting, rack focus",brand_campaign,9,"Evokes classic sophistication and heritage through setting and lighting, appealing to luxury consumers who value craftsmanship and tradition.",Dolly push combined with rack focus for layered visual emphasis
veo_31_0156,Veo 3.1,video,Fashion Editorial,Luxury Brand,"Monochrome cinematic 4K shoot featuring a model in minimalist luxury streetwear walking through rain-soaked neon streets at night. Camera movement: steadycam tracking with subtle lens flare and anamorphic bokeh effects on wet surfaces. Lighting: neon reflections and natural diffused street lighting. Mood: urban elegance, mysterious allure. Scene transition: fade out with soft film grain overlay. Audio: ambient city sounds mixed with low-tempo electronic beats.","cinematic 4K, anamorphic, film grain",brand_campaign,8,"Combines urban grit with refined style, using cinematic techniques to create a moody, modern luxury narrative ideal for contemporary brand positioning.",Use of anamorphic lens flare and steadycam for atmospheric urban storytelling
veo_31_0157,Veo 3.1,video,Lifestyle,Outdoor Adventure,"A group of friends hiking along a rugged mountain trail during golden hour, capturing their dynamic movement and joyful interaction. The camera uses a smooth tracking shot following closely behind the hikers, emphasizing the expansive natural landscape with photorealistic details and warm, natural diffused lighting. The scene transitions from a wide establishing shot of the mountains to close-up shots of their determined expressions and the texture of rocky terrain. Audio: ambient sounds of footsteps on gravel, distant birdsong, and light wind rustling through pine trees.","photorealistic, golden hour, tracking shot",social_media,9,"Combines emotional human connection with breathtaking landscapes, appealing strongly to adventure enthusiasts on social media.",Timestamp-based multi-shot with tracking shot and natural diffused lighting
veo_31_0158,Veo 3.1,video,Lifestyle,Outdoor Adventure,"A solo mountain biker navigating a narrow dirt trail through a dense forest during magic hour. The camera employs a handheld style to capture the intensity and speed with shallow depth of field, focusing on the biker's determined face and flying dirt. The lighting is cinematic with warm magic hour hues filtering through tree canopies, creating dramatic lens flare effects. The sequence begins with a wide establishing shot of the lush forest, dissolving into close-up shots of the bike tires and the biker’s grip on the handlebars. Audio: rhythmic bike chain sound and nature ambience with birds chirping.","cinematic, handheld, magic hour",social_media,8,"Captures adrenaline and focus with immersive camera work and dramatic lighting, perfect for engaging outdoor sports audiences.",Handheld camera with rack focus and lens flare
veo_31_0159,Veo 3.1,video,Lifestyle,Outdoor Adventure,"A couple setting up a campsite beside a serene lake at twilight, with a glowing campfire as the central focus. The scene uses a crane shot starting from the lake's reflective surface rising to reveal the tent and fire, bathed in soft neon-lit blue and orange contrasts from the natural firelight and fading sky. The atmosphere is cozy and intimate with film grain adding a nostalgic touch. Audio: crackling fire mixed with gentle water lapping and distant nighttime forest sounds.","cinematic, crane shot, neon-lit",social_media,7,"Emphasizes the warmth and tranquility of outdoor living, capturing mood and color contrasts ideal for lifestyle storytelling.",Crane shot with neon-lit color grading and film grain
veo_31_0160,Veo 3.1,video,Lifestyle,Outdoor Adventure,"A close-up of a seasoned rock climber gripping a rugged cliff face with chalk-covered hands, shot in cinematic 4K with extreme depth of field focusing on the texture of the rock and veins on hands. The lighting is natural diffused, highlighting the climber's sweat and determination. The scene transitions with a cut to an aerial drone pulling back to reveal the vast mountain range below. Audio: wind gusts and the faint sound of climbing gear clinking.","cinematic 4K, aerial drone, natural diffused",social_media,8,"Showcases detail and scale, catering to audiences fascinated by extreme sports and nature's textures.",Combination of close-up with aerial drone shots and natural diffused lighting
veo_31_0161,Veo 3.1,video,Lifestyle,Outdoor Adventure,"A family kayaking down a gently flowing river surrounded by autumn foliage. The camera alternates between a steadycam shot inside the kayak focusing on the paddler’s expressions and an aerial drone shot capturing the vibrant colors and meandering waterway. The lighting is warm golden hour with soft bokeh effects on falling leaves. The mood is joyful and serene with seamless dissolve transitions between shots. Audio: gentle water splashes, paddles cutting through water, and distant laughter.","steadycam, aerial drone, golden hour",social_media,9,"Delivers a warm, family-friendly outdoor adventure with dynamic perspectives and inviting natural colors.",Multi-camera approach combining steadycam and aerial drone shots with warm lighting
veo_31_0162,Veo 3.1,video,Lifestyle,Outdoor Adventure,"A solo camper waking up in a tent with a panoramic mountain sunrise view. The sequence starts with a fade-in from black to an establishing wide shot of the tent silhouetted against the glowing horizon. Then a close-up rack focus shifts from dew on tent fabric to the camper’s sleepy eyes opening. Lighting is natural golden hour, emphasizing warmth and hope. Audio: soft morning birdsong and gentle breeze.","rack focus, golden hour, fade in",social_media,7,"Creates an intimate, relatable moment of connection with nature, perfect for inspirational lifestyle content.",Fade in with rack focus and natural golden hour lighting
veo_31_0163,Veo 3.1,video,Lifestyle,Outdoor Adventure,"A group of friends gathered around a mountain summit, raising their trekking poles in celebration during magic hour. The camera uses an aerial drone shot orbiting the group for dynamic perspective, capturing the vast valley below. The lighting is cinematic with magic hour tones and lens flare emphasizing exhilaration. The scene cuts to close-ups of smiling faces and hands gripping trekking poles. Audio: cheers, wind gusts, and distant bird calls.","aerial drone, lens flare, magic hour",social_media,8,"Combines triumph and immersive landscape capture, inspiring viewers with adventurous camaraderie.",Aerial drone orbit with lens flare and magic hour lighting
veo_31_0164,Veo 3.1,video,Lifestyle,Outdoor Adventure,"A young woman trail running through a misty forest early morning, captured with a handheld camera to convey speed and energy. The lighting is soft and diffused with muted color grading to evoke a mysterious mood. The scene employs rapid cuts between wide shots showing the path and close-ups of the runner’s focused face and feet hitting the ground. Audio: rhythmic breathing, footfalls on dirt, and distant forest sounds.","handheld, diffused lighting, rapid cuts",social_media,7,"Conveys raw energy and determination in a visually poetic way, appealing to fitness and outdoor enthusiasts.",Handheld camera with rapid cuts and natural diffused lighting
veo_31_0165,Veo 3.1,video,Lifestyle,Outdoor Adventure,"A panoramic wide shot of a lone surfer walking toward the ocean at sunrise, carrying a surfboard. The camera dollies backward slowly as waves gently crash along the shore. Lighting is golden hour with cinematic 4K clarity and subtle film grain for texture. The scene fades to a close-up of the surfer’s feet in wet sand with shallow depth of field. Audio: ocean waves, seagulls, and soft wind.","dolly push, golden hour, film grain",social_media,8,"Combines serene natural beauty with anticipation and solitude, resonating with lifestyle and adventure audiences.",Dolly push with fade and cinematic 4K film grain
